id,pedido_id,sku,descripcion,gramaje,cantidad_pedida,cantidad_fisica,novedad,observaciones,auditado_por,auditado_en
22194,10634,7702487193314,Petys - Paños Húmedos Anti Bacterial Con Clorhexidina,40 UNDS,1,,sin_novedad,,,
22195,10634,701575381425,Wow Can - Alimento Pavo Razas Pequeñas Al Vapor sin Refrigeración,300 GR,6,,sin_novedad,,,
22196,10634,850044321865,Con Sentido - Guantes Spa para Mascotas,Única,1,,sin_novedad,,,
22197,10634,606110136273,Wow Can - Alimento Cocinado Piel Sensible,300 GR,10,,sin_novedad,,,
22198,10634,7707321675148,PETMED - Piel y pelo,90 GR,1,,sin_novedad,,,
22199,10635,7709399777489,Br For Cat - Adulto Castrados,3 KG,1,,sin_novedad,,,
22200,10635,7702487190689,Petys - Arena Aglomerante,4.5 KG,2,,sin_novedad,,,
22201,10635,7709034382795,Br For Cat -  Adulto Salmón,3 KG,1,,sin_novedad,,,
22202,10635,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
22203,10635,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,1,,sin_novedad,,,
22204,10635,7707865301855,Besties - Snacks Nuggets Gatos Limpieza Dental,75 GR,1,,sin_novedad,,,
22205,10635,7707865307048,Besties - Snacks Nuggets Gatos Sabor Salmón,75 GR,2,,sin_novedad,,,
22206,10635,7707865305853,Besties - Snacks Nuggets Gatos Sensitive,75 GR,1,,sin_novedad,,,
22207,10636,7798042361083,Total Full LC - Perros De 10 Hasta 20Kg,2 Tabletas,1,,sin_novedad,,,
22208,10636,7798042360215,Total Full LC -  Perros De Hasta 10 Kg,2 Tabletas,1,,sin_novedad,,,
22209,10637,7702084051123,Dogourmet- Alimento sabor Pavo y Pollo al Horno,9 KG,1,,sin_novedad,,,
22210,10638,7707912072936,Reeld´s - Alimento Húmedo Ronik Grain Free Sabor Pollo,500 GR,15,,sin_novedad,,,
22211,10638,7707912072950,Reeld's - Ronik Grain Free Salmón,500 GR,15,,sin_novedad,,,
22212,10638,7707912072646,Reeld´s - Ronik Grain Free Sabor Cordero,500 GR,15,,sin_novedad,,,
8972,4420,7707205154110,Chunky - Pollo Razas Pequeñas Adulto,8 KG,3,,sin_novedad,,,
8973,4420,7703090785064,Mirringo - Original Gatos Adultos,8 KG,1,,sin_novedad,,,
8974,4420,7709840720231,PoopArt - Caja de Bolsas biodegradables x 20 Rollos,300 bolsas,2,,sin_novedad,,,
22213,10638,7709572799208,Pixie - Galletas Miel Y Zanahoria,100 GR,2,,sin_novedad,,,
22214,10638,842982081529,Houndations - Dog Snack Lamb,113.4 GR,1,,sin_novedad,,,
22215,10638,736372712981,Funkies  - Galletas Naturales para Perro Sabor  Manzana y Mango,125 GR,2,,sin_novedad,,,
22216,10638,736372712998,"Funkies  - Galletas Naturales para Perro Sabor Remolacha, Pollo y Zanahoria",125 GR,1,,sin_novedad,,,
22217,10639,38100171481,Pro Plan Veterinary Diets - UR Urinary ST/OX Canine,377 GR,6,,sin_novedad,,,
22218,10640,7702521104801,Cat Chow - Adultos Pescado,1.5 KG,1,,sin_novedad,,,
22219,10640,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,1,,sin_novedad,,,
22220,10640,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
22221,10640,6972228797526,Calabaza Pets - Arena para Gatos Aroma Vainilla,10 KG,1,,sin_novedad,,,
22222,10640,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
22223,10641,074198179039,Nutra Nuggets - Mantenimiento Gato,3 KG,2,,sin_novedad,,,
22224,10642,7703381240043,NexGard - Perros De 2 Hasta 4 Kg,1 TABLETA,2,,sin_novedad,,,
22225,10643,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,30,,sin_novedad,,,
22226,10644,753153844877,Wow Can - Alimento Congelado Pollo y Ternera,500  GR,7,,sin_novedad,,,
22227,10644,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,6,,sin_novedad,,,
22228,10644,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,6,,sin_novedad,,,
22229,10644,614143289255,Wow Can Galletas Pollo Y Ternera,300 GR,1,,sin_novedad,,,
22230,10644,701575381456,Wow Can - Alimento Baja en Proteína Al Vapor sin Refrigeración,300 GR,3,,sin_novedad,,,
22231,10645,052742338903,Hills Pd - I/D Alimento Húmedo Perro Cuidado Digestivo Sabor Pollo,"12,5 OZ",3,,sin_novedad,,,
22232,10646,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
22233,10646,7502010428094,Rondel - Virbac Antiparasitario,10 MILILITRO,1,,sin_novedad,,,
22234,10647,7703090879596,Ringo + Pro - Alimento Seco para Cachorros,15 KG,1,,sin_novedad,,,
22235,10647,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,1,,sin_novedad,,,
9001,4432,7898604431251,Vet Life - Canine Hepatic,2KG,2,,sin_novedad,,,
9002,4432,8713184147653,Bravecto - Perros De 10 Hasta 20 Kg,1 TABLETA,1,,sin_novedad,,,
22236,10648,074198608379,Diamond -  Naturals Puppy Lamb Rice Large Breed,40 LB,1,,sin_novedad,,,
22237,10648,7708228519115,Let's Be Fresh - Pañitos Húmedos para Mascotas,80 UND,1,,sin_novedad,,,
22238,10649,7898349703132,Monello - Tradicional Adulto,25 KG,1,,sin_novedad,,,
22239,10650,7702521355562,One - Alimento Húmedo Para gatos Precio Especial Pack x4,340 GR,9,,sin_novedad,,,
22240,10651,7703381240029,NexGard - Perros De 10.1 Hasta 25 Kg,1 TABLETA,1,,sin_novedad,,,
22241,10651,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
9009,4437,7453015301038,Barf Origenes - Alimento Congelado Menú Llano Res,500 GR,4,,sin_novedad,,,
9010,4437,7453015301052,Barf Origenes - Alimento Congelado Menú Marino Salmón,500 GR,4,,sin_novedad,,,
9011,4437,7707205157258,Agility Gold - Adultos Obesos,7 KG,1,,sin_novedad,,,
22242,10651,038100136350,Pro Plan Veterinary Diets - EN Dietas Gastroenteric Feline,156 GR,3,,sin_novedad,,,
22243,10651,7708574195117,Br For Cat vet - Gastrointestinal,1.5 KG,1,,sin_novedad,,,
22244,10652,7702084051093,Dogourmet - Alimento Para Perro Doble Proteina Sabor Salmon y Carne a La Plancha,25 KG,1,,sin_novedad,,,
9015,4441,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
22245,10653,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
22246,10653,788115399218,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Salmón,Salmón,1,,sin_novedad,,,
22247,10653,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
22248,10653,7709376807628,Pixie - Dieta Horneada Carne Bajo En Grasa Y Proteína,500 GR,1,,sin_novedad,,,
22249,10654,7898604437154,N&D - White Canine Adult Mini,2 KG,1,,sin_novedad,,,
22250,10654,7703381243495,NexGard Spectra - Tableta Masticable para Perros 7.6 - 15 KG,7.6 - 15 KG,1,,sin_novedad,,,
22251,10655,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
22252,10655,7898349703101,Monello - Tradicional Adulto,7 KG,1,,sin_novedad,,,
22253,10656,050000290598,Félix - Paté Pescado Y Atún,156  GR,1,,sin_novedad,,,
22254,10656,050000290482,Félix - Paté Salmón,156  GR,1,,sin_novedad,,,
22255,10656,3182550842938,Royal Canin - Urinary Care Cat,2 KG,1,,sin_novedad,,,
22256,10657,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,30,,sin_novedad,,,
22257,10658,7707205153502,Chunky Delidog Dent,150 GR,1,,sin_novedad,,,
22258,10658,7707205153519,Chunky Snacks Delidog Mix,280 GR,1,,sin_novedad,,,
22259,10658,7709063265359,Wolf - Bombonera  Mini Galleta De Hígado Raza Mediana,1000 GR,1,,sin_novedad,,,
22260,10658,850006715589,Churu - Inaba Dog Bites Chicken Recipe Wraps with Cheese Recipe,8 uds,2,,sin_novedad,,,
22261,10659,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,30,,sin_novedad,,,
22262,10660,074198165070,Nutra Nuggets - Lite Senior,7.5 KG,1,,sin_novedad,,,
22263,10660,7707115300102,Galgocal - Antiparasitorios Perros y Gatos 200.,2 MEDICAMENTOS,1,,sin_novedad,,,
22264,10661,7702521106751,"Dog Chow - Salud Visible Adultos Medianos Y Grandes pague 19,7 Lleve 22,7 Kg",22.7 KG,1,,sin_novedad,,,
9036,4452,706460000689,Whiskas - Alimento Húmedo Gatos Res,85  GR,8,,sin_novedad,,,
9037,4452,7898349703576,Monello -  Cat Salmon Atún Y Pollo,7 KG,1,,sin_novedad,,,
9038,4452,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22265,10662,781718792974,Peluditos Barf - Natural Barf,500 GR,14,,sin_novedad,,,
22266,10663,7707214570178,Gentax - Ótico.,tubo x 15 GR,1,,sin_novedad,,,
22267,10663,850006715541,Churu - Inaba Dog Bites Chicken Recipe Wraps Chicken Recipe,8 uds,1,,sin_novedad,,,
22268,10664,7709914970623,Br For Cat - Adulto Castrados,10 KG,1,,sin_novedad,,,
22269,10664,7708808596987,Foficat - Arena Aroma Café,5 KG,2,,sin_novedad,,,
22270,10665,3182550716888,Royal Canin - Mini Adult,8 KG,1,,sin_novedad,,,
22271,10665,030111451415,Royal Canin - Yorkshire Terrier Adult,4.54 KG,1,,sin_novedad,,,
22272,10665,8713184147530,"Bravecto - Perros De 4,5 Hasta 10 Kg",1 TABLETA,2,,sin_novedad,,,
22273,10665,7708228519115,Let's Be Fresh - Pañitos Húmedos para Mascotas,80 UND,1,,sin_novedad,,,
22274,10666,7501072208798,Pro Plan - Adultos razas medianas con OptiHealth Spirulina,7.5 KG,1,,sin_novedad,,,
22275,10666,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,10,,sin_novedad,,,
22276,10667,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,4,,sin_novedad,,,
22277,10667,739802443882,Salvaje - Dieta Horneada Natural Congelada de Pollo,500 GR,6,,sin_novedad,,,
22278,10668,7703381240050,NexGard - Perros De 25.1 Hasta 50 Kg.,1 TABLETA,1,,sin_novedad,,,
22279,10668,7707327441785,Fiprostar - Gatos.,0.5 MILILITRO,2,,sin_novedad,,,
22280,10669,044600020495,Fresh Step - Arena Multi Cat con Frebreze,14 LB,1,,sin_novedad,,,
22281,10669,7709376807611,Pixie - Dieta Horneada Gato Pescado,200 GR,5,,sin_novedad,,,
22282,10670,052742024578,Hills Pd - Gastrointestinal Biome Alimento Saludable Perro Sabor Pollo,16 LB,1,,sin_novedad,,,
22283,10671,074198608126,Diamond Naturals - Indoor Cat Formula,6 LB,1,,sin_novedad,,,
22284,10671,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22285,10671,7709355546425,MAÍZ CAT - Arena de Maíz Para Gato,4 KG,1,,sin_novedad,,,
22286,10671,7708184209556,Wow Cat - Salmón Cocinado sin Refrigeración,100 GR,2,,sin_novedad,,,
22287,10672,7896588944521,Equilibrio - F Gato Filhote,"1,5 KG",1,,sin_novedad,,,
22288,10672,7896588944576,Equilibrio - Gato Castrado Adulto,1.5 KG,1,,sin_novedad,,,
22289,10672,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22290,10672,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,1,,sin_novedad,,,
22291,10672,PD400000103,Paw Day - Combo Duo Pelotas Luz Gato,GATO,1,,sin_novedad,,,
22292,10673,857848000583,Max - Light Pollo y Arroz,15 KG,1,,sin_novedad,,,
22293,10674,7702521104887,Cat Chow - Hogareños,8 KG,1,,sin_novedad,,,
22294,10674,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
22295,10675,7501072208798,Pro Plan - Adultos razas medianas con OptiHealth Spirulina,7.5 KG,1,,sin_novedad,,,
22296,10675,7709399777472,Galletas Br For Cat Bolas De Pelos,60 GR,3,,sin_novedad,,,
22297,10675,7709644739217,Galletas Vita Crunch 1000 Gr,TRIGO,1,,sin_novedad,,,
22298,10675,7709447496751,BR FOR CAT -  Snack Hairball Control Bola de Pelos,350 GR,1,,sin_novedad,,,
22299,10676,781718823593,Peluditos Barf - Natural Barf,300 GR,15,,sin_novedad,,,
22300,10677,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
22301,10677,3182550737593,Royal canin - Sterilised,2 KG,1,,sin_novedad,,,
22302,10677,850006715398,Churu - Inaba Dog Snack 4 Piezas Chicken,56 GR,1,,sin_novedad,,,
22303,10678,7702084057118,Oh Maigat! - Caseros Y Delicados,8 KG,1,,sin_novedad,,,
22304,10678,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
22305,10679,7707912072950,Reeld's - Ronik Grain Free Salmón,500 GR,2,,sin_novedad,,,
22306,10679,7707912072646,Reeld´s - Ronik Grain Free Sabor Cordero,500 GR,3,,sin_novedad,,,
22307,10680,038100119315,Pro Plan Veterinary Diets - Supplement Fortiflora X 30 Unid,900 GR,1,,sin_novedad,,,
22308,10681,7898604431060,Vet Life - Renal Mini,2 KG,1,,sin_novedad,,,
22309,10682,7702521700904,Alpo -  Adultos Todos Los Tamaños,22.7 KG,1,,sin_novedad,,,
22310,10683,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
22311,10683,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
22312,10684,7898349703606,Monello -  Cat Salmon Atún Y Pollo,15 KG,1,,sin_novedad,,,
22313,10685,064992714017,Acana - Pork & Squash,10.2 KG,1,,sin_novedad,,,
22314,10685,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,3,,sin_novedad,,,
22315,10685,7709376807680,Pixie - Dieta Horneada Cordero,500 GR,3,,sin_novedad,,,
22316,10686,7896588950324,Max - Premium Adulto Máximo Desempeño Carne,20 KG,1,,sin_novedad,,,
22317,10687,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,1,,sin_novedad,,,
22318,10688,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
22319,10688,6972228797526,Calabaza Pets - Arena para Gatos Aroma Vainilla,10 KG,1,,sin_novedad,,,
22320,10688,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
22321,10689,052742859804,Hills Pd - J/D Alimento Perro Cuidado De Articulaciones Sabor Pollo,27 LB,1,,sin_novedad,,,
22322,10689,052742203607,Hills Sd- Alimento Saludable Perro Adulto Sabor Cordero,33 LB,1,,sin_novedad,,,
22323,10690,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,2,,sin_novedad,,,
22324,10690,7708975374494,Royal Canin - Tripack Alimento Húmedo Spayed Neuter,255 GR,3,,sin_novedad,,,
22325,10690,853258004012,Emerald Pet - Cat Snack Dental Pollo,85 GR,1,,sin_novedad,,,
22326,10691,857848000590,Max - Light Pollo y Arroz,2 KG,3,,sin_novedad,,,
22327,10691,7702487033023,CanAmor - Talco Insecticida,100 GR,1,,sin_novedad,,,
22328,10692,781718792974,Peluditos Barf - Natural Barf,500 GR,10,,sin_novedad,,,
22329,10693,8445290538697,Pro Plan Veterinary Diets - JM Movilidad Articular,7.5 KG,1,,sin_novedad,,,
22330,10694,073657008590,Evolve - Cat Kitten Chicken & Rice Pollo,1.24 KG,2,,sin_novedad,,,
22331,10694,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,2,,sin_novedad,,,
22332,10695,606110136310,Wow Can - Alimento Carne De Res Al Vapor sin Refrigeración,300 GR,5,,sin_novedad,,,
22333,10695,606110140775,Wow Can - Alimento Pollo y Ternera Al Vapor sin Refrigeración,300 GR,5,,sin_novedad,,,
22334,10695,606110140782,Wow Can - Alimento Salmón Al Vapor sin Refrigeración,300 GR,10,,sin_novedad,,,
22335,10695,614143289255,Wow Can Galletas Pollo Y Ternera,300 GR,1,,sin_novedad,,,
22336,10695,7702487197329,Petys - Pañitos Húmedos Aroma Lavanda,50 UNDS,1,,sin_novedad,,,
22337,10695,7709997898449,Pawtrein - Movilidad,112 GR,1,,sin_novedad,,,
22338,10696,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
22339,10697,7503008553255,Nupec - Adulto,8 KG,1,,sin_novedad,,,
22340,10697,023100118499,Temptations - Snack Para Gatos Adultos Camarón,85 GR,1,,sin_novedad,,,
22341,10698,7703381240029,NexGard - Perros De 10.1 Hasta 25 Kg,1 TABLETA,1,,sin_novedad,,,
22342,10698,7702026183141,Petys - Pañitos Húmedos,10 UNDS,1,,sin_novedad,,,
22343,10699,38100159328,Pro Plan Veterinary Diets - EN Gastroenteric Canine,377 GR,6,,sin_novedad,,,
22344,10700,3182550702614,Royal Canin - Fbn Persian Adult,2 KG,1,,sin_novedad,,,
22345,10700,3182550702607,Royal Canin - Fbn Persian Adult,400 GR,1,,sin_novedad,,,
22346,10701,8470000957512,Vecol - Renalof Pets,150 MILILITRO,1,,sin_novedad,,,
22347,10702,074198121151,Nutra Nuggets - Mantenimiento,15 KG,1,,sin_novedad,,,
22348,10703,052742725208,Hills Pd K/D Alimento Saludable Para Gato Cuidado Renal Sabor Pollo,4 LB,1,,sin_novedad,,,
22349,10703,7709399777458,Br For Cat - Adulto Castrados,1 KG,1,,sin_novedad,,,
22350,10704,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
22351,10704,788070734192,Furry - Arena Super Premium Carbón Activado y Bicarbonato,6.35 KG,2,,sin_novedad,,,
22352,10705,7703090537366,Ringo + Pro - Alimento Seco para Adultos,30 KG,1,,sin_novedad,,,
22353,10706,7896588950324,Max - Premium Adulto Máximo Desempeño Carne,20 KG,1,,sin_novedad,,,
22354,10707,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
22355,10707,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
22357,10709,052742186108,Hills Pd - I/D Low Fat Alimento Perro Cuidado Digestivo Sabor Pollo,8 LB,1,,sin_novedad,,,
22358,10710,7709214028840,Foficat - Arena Para Gatos,10 KG,1,,sin_novedad,,,
22359,10711,074198608126,Diamond Naturals - Indoor Cat Formula,6 LB,1,,sin_novedad,,,
22360,10711,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,12,,sin_novedad,,,
22361,10711,7702521106799,Excellent - Adulto Maintenance Formula,3 KG,1,,sin_novedad,,,
22362,10712,7709818289203,Petmeal Dieta Cocida Natural Perros - Multisabor Res,3500 GR,3,,sin_novedad,,,
22363,10713,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
22364,10713,7708574195117,Br For Cat vet - Gastrointestinal,1.5 KG,1,,sin_novedad,,,
22365,10714,7707205153304,Chunky - Pollo Adultos Mayores,12 KG,1,,sin_novedad,,,
22366,10714,7707232097336,Natural Freshly - Omega 3 FCO 2X1,50 Capsulas,1,,sin_novedad,,,
22367,10715,769602439082,Maos Pets - Malla Sin Arco,Gris Oscuro,1,,sin_novedad,,,
22368,10716,7709349495968,Br For Dog - Adulto Raza Mediana,10 KG,1,,sin_novedad,,,
22369,10716,7891000247112,DENTALIFE Razas Medianas 119 GR,119 GR,1,,sin_novedad,,,
9146,4506,7896588953615,Equilibrio - Veterinary Intestinal Adulto Perro,2 KG,1,,sin_novedad,,,
22370,10716,7707865301107,Besties - Barritas Masticables Higiene Oral Perros Adultos,7 uds,1,,sin_novedad,,,
22371,10717,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,2,,sin_novedad,,,
22372,10718,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,1,,sin_novedad,,,
22373,10718,7707336722059,Heel - Zeel Artrosis Compositum Ad Us Vet,100 Tabletas,1,,sin_novedad,,,
22374,10719,7898053599502,Organew - Suplemento.,100 GR,1,,sin_novedad,,,
22375,10719,7702084051093,Dogourmet - Alimento Para Perro Doble Proteina Sabor Salmon y Carne a La Plancha,25 KG,1,,sin_novedad,,,
22377,10721,038100147196,Pro Plan Veterinary Diets - CN Convalescence Canine / Feline,156 GR,6,,sin_novedad,,,
22378,10722,7707205157760,Agility Gold - Piel Pequeños Adultos,8 KG,1,,sin_novedad,,,
22379,10723,7709644739279,Galletas Vita Crunch 1000 Gr,INTEGRAL,1,,sin_novedad,,,
22380,10723,4014355343251,Dr Clauder's - Dog Senior Light Esterilizado,12.5 KG,1,,sin_novedad,,,
22381,10723,7707232095738,Natural Freshly - Perfume Macho,240 MILILITRO,1,,sin_novedad,,,
22382,10724,7709355546425,MAÍZ CAT - Arena de Maíz Para Gato,4 KG,2,,sin_novedad,,,
22383,10725,7708915591332,Michiko - Bombonera,700 GR,1,,sin_novedad,,,
22384,10725,852978008508,Fruitables Snack Para Gato Salmon Y Arandanos,70 GR,1,,sin_novedad,,,
9162,4515,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
9163,4515,7707007403706,Pets Kingdom  - Pracan Jeringa,10 MILILITRO,1,,sin_novedad,,,
22385,10725,850030015198,Churu - Inaba Cat Tuna With Cheese Recipe 4 Piezas,56 GR,1,,sin_novedad,,,
22386,10725,7707865308953,Besties - Snacks Nuggets Gatos Control Bola de Pelo,75 GR,1,,sin_novedad,,,
22387,10725,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
22388,10726,736990005168,Shed X - Suplemento Perros.,16 OZ,1,,sin_novedad,,,
22389,10727,7707336722042,Heel - Traumeel Antiinflamatorio Natural Para Mascotas,50  MEDICAMENTOS,1,,sin_novedad,,,
22390,10727,7898053599502,Organew - Suplemento.,100 GR,1,,sin_novedad,,,
22392,10729,781718998970,Sand & Cat - Arena Premium,4.5 KG,1,,sin_novedad,,,
22393,10730,7707001140027,Nutrion - Adultos,4 KG,1,,sin_novedad,,,
22394,10730,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,1,,sin_novedad,,,
22395,10730,739802443882,Salvaje - Dieta Horneada Natural Congelada de Pollo,500 GR,1,,sin_novedad,,,
22396,10730,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,1,,sin_novedad,,,
22397,10730,7707772810334,Natural Freshly - Ambientador Antiestres Biopronnabis CBD,240 MILILITRO,1,,sin_novedad,,,
22398,10731,7703090254065,Mirringo - Gato Adulto + Pro,8 KG,1,,sin_novedad,,,
22399,10732,052742852300,Hills Sd - Alimento Gato Adulto Piel Y Estómago Sensible Sabor Pollo,3 LB,2,,sin_novedad,,,
22400,10732,7453015301021,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,200 GR,3,,sin_novedad,,,
22401,10732,7453015301090,Barf Origenes - Alimento Congelado Menú Gatos Todas las Razas,200 GR,3,,sin_novedad,,,
22402,10732,7709355546487,MAÍZ CAT - Arena de Maíz Para Gato,10 KG,1,,sin_novedad,,,
22403,10732,7896588958443,Max Vita - Alimento Perro Adulto Carne y Pollo,10.1 KG,1,,sin_novedad,,,
22404,10732,7709990636109,Grand Vita - Perros Adultos Cordero,3 KG,2,,sin_novedad,,,
22376,10720,030111470713,Royal Canin VHN - Gastro Intestinal Low Fat Lata,385 GR,6,61,sobrante,"",21,2026-03-29 14:20:08.099829
22356,10708,5414736059983,Apoquel - Tratamiento Dermatológico,16 Mg 20 MEDICAMENTOS,1,14,sobrante,"",21,2026-03-29 14:20:24.152425
22405,10733,7707912072936,Reeld´s - Alimento Húmedo Ronik Grain Free Sabor Pollo,500 GR,3,,sin_novedad,,,
22406,10733,7707912072950,Reeld's - Ronik Grain Free Salmón,500 GR,3,,sin_novedad,,,
22407,10733,7707912072646,Reeld´s - Ronik Grain Free Sabor Cordero,500 GR,2,,sin_novedad,,,
22408,10734,7896588944538,Equilibrio - F Gatos Adulto,"1,5 KG",1,,sin_novedad,,,
22409,10734,7503020053061,Nupec - Control De Peso Razas Pequeñas,2 KG,1,,sin_novedad,,,
22410,10735,074198611157,Taste Of The Wild - Pacific Stream Puppy,5 LB,1,,sin_novedad,,,
22411,10735,7709376807628,Pixie - Dieta Horneada Carne Bajo En Grasa Y Proteína,500 GR,5,,sin_novedad,,,
22412,10736,29534752158,Laika By Rausch - Galletas de Fibra y Control Bola de Pelos,65 GR,1,,sin_novedad,,,
22413,10736,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
22414,10737,7702084057057,Oh Maigat! - Sedentarios Y Territoriales,8 KG,1,,sin_novedad,,,
22415,10737,769602439082,Maos Pets - Malla Sin Arco,Gris Oscuro,1,,sin_novedad,,,
22416,10738,7896588947348,Equilibrio - Light Razas Pequeñas Adulto,2 KG,1,,sin_novedad,,,
22417,10739,788070734178,Furry Blue - Arena Aglomerante Super Premium,10 KG,1,,sin_novedad,,,
22418,10739,7896588958573,Max Vita - Alimento Gato Adulto Atun y Camarones,3 KG,1,,sin_novedad,,,
22419,10740,7709399777489,Br For Cat - Adulto Castrados,3 KG,1,,sin_novedad,,,
22420,10740,7709727443925,Br For Cat - Gatitos Cachorros,3 KG,1,,sin_novedad,,,
22421,10741,7898349703125,Monello - Tradicional Adulto,15 KG,1,,sin_novedad,,,
22422,10742,606110136310,Wow Can - Alimento Carne De Res Al Vapor sin Refrigeración,300 GR,10,,sin_novedad,,,
22423,10742,606110140775,Wow Can - Alimento Pollo y Ternera Al Vapor sin Refrigeración,300 GR,10,,sin_novedad,,,
22424,10742,701575381449,Wow Can - Alimento Cerdo Al Vapor sin Refrigeración,300 GR,10,,sin_novedad,,,
22425,10743,7703381240043,NexGard - Perros De 2 Hasta 4 Kg,1 TABLETA,1,,sin_novedad,,,
22426,10744,7709049265755,Br For Cat - Wild Adulto,3 KG,1,,sin_novedad,,,
22427,10744,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,2,,sin_novedad,,,
22428,10745,7707205151522,Chunky Delicat Pollo,156 GR,11,,sin_novedad,,,
22430,10746,7702487187900,Petys - Tapetes Absorbentes (60x80cm),12 UNDS,4,,sin_novedad,,,
22431,10746,7709536255597,ToysBusters - Lazo Elástico Aro Mordedor Bungee Puppy,M,1,,sin_novedad,,,
22432,10747,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
22433,10748,074198613960,Taste Of The Wild - Sierra Mountain,14 LB,1,,sin_novedad,,,
22434,10748,7708228519580,Besties - Huesos Masticables Mini Sabor Menta,9 uds,1,,sin_novedad,,,
22435,10748,7707865308823,Belly Treats - Paticas de Gallina Premium,7 uds,1,,sin_novedad,,,
22436,10748,7708808596666,Tommy - Snack Dogs Weight Control,150 GR,1,,sin_novedad,,,
22437,10748,7709548759809,Dowolf - Galletas Pollo y Zanahoria con Omega 3,200 GR,1,,sin_novedad,,,
22429,10745,7707205150860,Pote Chunky Delicat Pollo,156 GR,10,10,sin_novedad,"",21,2026-03-29 14:20:00.450464
